File,filename,X,Y,Color,Admiration,Adoration,Aesthetic_Appreciation,Amusement,Anger,Anxiety,Awe,Awkwardness,Boredom,Calmness,Concentration,Confusion,Contemplation,Contempt,Contentment,Craving,Desire,Determination,Disappointment,Disgust,Distress,Doubt,Ecstasy,Embarrassment,Empathic_Pain,Entrancement,Envy,Excitement,Fear,Guilt,Horror,Interest,Joy,Love,Nostalgia,Pain,Pride,Realization,Relief,Romance,Sadness,Satisfaction,Shame,Sympathy,Tiredness,Triumph
https://mturkrecord.s3.amazonaws.com/targpros/dia445_utt18.mp3,dia445_utt18.mp3,519,518,#31C042,,,,,,,,,,,,,,,,,,0.328,,,,,,,,,,0.566,,,,0.14,,,,,,0.64,,,,,,,,0.135
https://mturkrecord.s3.amazonaws.com/targpros/dia445_utt19.mp3,dia445_utt19.mp3,141,305,#525598,,,,,0.343,0.181,,,,,,0.178,,,,,,,0.327,,0.36,,,,,,,,,,,,,,,0.41,,,,,0.434,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia445_utt2.mp3,dia445_utt2.mp3,585,615,#B3A670,,,,0.707,,,,,,0.107,,,,0.282,0.14,,,,,,,,,,,,,,,,,,,,,,0.106,0.125,,,,0.485,,,,0.124
https://mturkrecord.s3.amazonaws.com/targpros/dia445_utt20.mp3,dia445_utt20.mp3,141,304,#546992,,,,,0.474,0.197,,,,,,,,,,,,,0.547,,0.398,,,,,,,,,,,,,,,0.46,,0.179,,,0.48,,0.125,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia445_utt3.mp3,dia445_utt3.mp3,435,31,#BBA841,,,,,,0.352,,,,0.174,0.385,,,,,,,0.848,,,,,,,,,,,,,,,,,,,0.245,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia445_utt5.mp3,dia445_utt5.mp3,523,309,#545B7B,,,,,,,,,,0.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.107,
https://mturkrecord.s3.amazonaws.com/targpros/dia445_utt7.mp3,dia445_utt7.mp3,439,548,#A6AC86,,,,,,,,,,,,0.121,,,,,,,,,,0.114,,,,,,,0.12,,,0.217,,,,,,0.165,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia445_utt8.mp3,dia445_utt8.mp3,180,251,#991961,,,,,0.455,0.298,,0.115,,,,0.106,,,,,,0.103,,0.112,0.292,,,,,,,0.13,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia445_utt9.mp3,dia445_utt9.mp3,207,348,#64D079,,,,,,0.246,,0.116,,0.128,,,,,,,,0.31,0.408,,0.189,,,,,,,,,,,,,,,0.107,,,,,0.208,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia446_utt0.mp3,dia446_utt0.mp3,798,395,#BD5676,0.145,0.204,,0.105,,,0.659,,,,,0.129,,,,,0.142,,,,,0.166,0.185,,,0.867,0.323,,,,,0.303,,,,,,0.216,,0.197,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia446_utt1.mp3,dia446_utt1.mp3,469,497,#917082,,,,,,,,,,,0.176,0.223,,,,,,0.169,0.176,,,,,,0.129,0.141,,,,,,,,,,,,0.278,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia446_utt10.mp3,dia446_utt10.mp3,467,387,#567DD4,,,,,,,,,,0.105,,,,,,,,,,,,,,,,,,0.112,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia446_utt12.mp3,dia446_utt12.mp3,602,344,#E252BD,,,,,,,,,,,,,,,0.126,,,0.246,,,,,,,,,,0.163,,,,,0.136,,,,,0.168,0.281,,,0.329,,,,0.128
https://mturkrecord.s3.amazonaws.com/targpros/dia446_utt13.mp3,dia446_utt13.mp3,462,298,#C5BC2B,,,,0.246,0.108,0.184,,0.159,,,,,,0.1,,,,0.303,,,0.173,,,,,,,,,,,,0.112,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia446_utt14.mp3,dia446_utt14.mp3,360,512,#D64F70,,,,0.149,,0.184,,0.37,,,,,,,,,0.17,,,,0.159,,,0.172,,,,,,,,0.16,,,,,,0.143,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia446_utt15.mp3,dia446_utt15.mp3,418,606,#887793,,,,,,0.221,,,,,,0.341,,,,,,,,,,0.521,,,,,,,0.145,,,,,,,,,0.36,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia446_utt16.mp3,dia446_utt16.mp3,254,459,#BE4B9A,,,,,0.125,0.285,,,,,,0.51,0.312,,,0.245,,,0.149,,0.217,0.16,,0.203,,,,,,,,,,,,,,0.244,,,0.185,,0.272,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia446_utt17.mp3,dia446_utt17.mp3,147,430,#364CB9,,,,,,0.887,,,,,,0.147,,,,,,0.254,0.272,,0.751,0.166,,,,,,,0.132,,,,,,,,,0.11,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia446_utt18.mp3,dia446_utt18.mp3,262,467,#585FA6,,,,,0.162,0.356,,,,,,0.244,0.104,,,,,,0.131,,0.414,0.491,,0.314,,,,,,,,,,,,,,0.261,,,0.132,,,,0.137,
https://mturkrecord.s3.amazonaws.com/targpros/dia447_utt2.mp3,dia447_utt2.mp3,588,597,#87E234,,,,0.454,,,,,,,,,,,,,,0.13,,,,,,0.145,,,,0.211,,,,,0.113,,,,0.112,,,,,0.186,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia448_utt1.mp3,dia448_utt1.mp3,414,225,#90566F,,,,,0.157,0.103,,,,,,,,,,,,0.221,,,0.237,,,,,,,0.13,,,,,,,,0.159,,,,,0.113,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia448_utt10.mp3,dia448_utt10.mp3,220,178,#BC1F23,,,,,0.608,0.107,,0.162,,,,,,,,,,0.182,,0.102,0.211,,,,,,,0.208,,,,,,,,,,0.123,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia448_utt2.mp3,dia448_utt2.mp3,319,208,#E81A43,,,,,0.277,,,,,,,0.174,,0.156,,,,,,,0.13,,,,,,,0.107,,,,0.159,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia448_utt3.mp3,dia448_utt3.mp3,187,225,#870473,,,,,0.536,0.225,,,,,,,,,,,,,0.101,0.226,0.47,,,,,,,0.219,,,,,,,,,,,,,,,,,0.166,
https://mturkrecord.s3.amazonaws.com/targpros/dia448_utt4.mp3,dia448_utt4.mp3,572,493,#22A253,,,,,,0.294,,,,,,,,,,,,,,,0.219,,,,,,,0.394,,,,,0.217,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia448_utt5.mp3,dia448_utt5.mp3,317,288,#94305A,,,,0.108,0.273,0.394,,,,,,,,0.252,,,,,0.109,0.335,0.189,,,0.1,,,0.385,0.113,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia448_utt6.mp3,dia448_utt6.mp3,380,410,#5BA77E,,,,0.224,0.115,,,,,,,0.109,,0.27,,,,,0.213,0.165,,,,,,,,0.102,,,,,,,,,,0.136,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia448_utt7.mp3,dia448_utt7.mp3,679,495,#43E00C,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,0.457,,,,0.108,,,,,,,,,,0.128,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia448_utt8.mp3,dia448_utt8.mp3,576,479,#72B587,0.157,,,,0.282,,,,,,,0.251,,,,,,,,,,,,,,,,0.354,,,,,0.107,0.277,,,,0.112,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia448_utt9.mp3,dia448_utt9.mp3,617,497,#13E647,,,,,,,,0.157,,,,0.118,,,,,,,,,0.187,0.133,,0.315,,0.184,0.192,0.41,,,,,0.254,,,,,0.218,,,0.351,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia449_utt10.mp3,dia449_utt10.mp3,194,680,#0081C8,,,,,,0.135,,,,,,,,,,,,,0.377,,0.507,0.266,,,,,,,,,,,,,,0.129,,0.444,,,0.764,,,,0.321,
https://mturkrecord.s3.amazonaws.com/targpros/dia449_utt11.mp3,dia449_utt11.mp3,294,606,#3646A8,,,,,,0.171,,,,,,,,,,,,,,,0.519,,,0.219,0.183,,,,0.207,0.461,,,,,,0.115,,0.341,0.171,,0.279,,0.411,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia449_utt12.mp3,dia449_utt12.mp3,773,334,#C786A2,0.122,0.216,,,,0.153,,0.28,,0.123,,,,,,0.31,0.23,,,,,0.116,,,,,,,,,,0.301,,0.499,,,,,,0.404,0.205,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia449_utt2.mp3,dia449_utt2.mp3,298,628.4,#7D8472,,,,,,0.117,,0.172,,,,,,,,,,,0.246,,0.294,,,0.328,0.233,,,,,0.347,,,,,,,,,,,0.226,,0.317,0.307,,
https://mturkrecord.s3.amazonaws.com/targpros/dia449_utt3.mp3,dia449_utt3.mp3,233,603,#8E5FA6,,,,,,,,,,0.157,,,,,,,,,,,,,,,,,,,,,,,,,,0.259,,,,,0.299,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia449_utt4.mp3,dia449_utt4.mp3,220,630.5,#009ACC,,,,,,0.129,,0.267,,,,,,,,,,,0.221,,0.206,,,0.349,,,,,,0.11,,,,,,0.199,,,,,0.446,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia449_utt6.mp3,dia449_utt6.mp3,588,315,#206D9D,,,,,,,,,,0.225,,,,0.103,0.105,,,,,,,,,,,,,,,,,0.145,,,,,0.112,0.383,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia449_utt7.mp3,dia449_utt7.mp3,499,513,#48839F,0.109,0.262,,,,,,,,,,,0.113,,0.101,,,,,,,,,,,0.343,,0.122,,,,0.1,,0.201,,,,0.876,,0.29,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia449_utt8.mp3,dia449_utt8.mp3,776,330,#B16D9B,0.268,,,,,0.177,,,,,,,,,,0.333,,,,,0.133,0.186,,,0.117,,,,,,,0.107,,0.27,0.127,,,0.126,,0.341,0.147,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia449_utt9.mp3,dia449_utt9.mp3,209,667.8,#71BC80,,,,,,,,,,,,,,,,,,,0.488,,0.108,,,,0.261,,,,,0.142,,,,,,0.303,,,,,0.801,,,0.175,0.142,
https://mturkrecord.s3.amazonaws.com/targpros/dia44_utt1.mp3,dia44_utt1.mp3,526,444,#7DA370,,,,0.184,,,,0.172,,0.127,,0.147,,,0.105,,,,,,,,,,,,,0.17,,,,,0.171,,,,,,,,,0.103,,,,0.107
https://mturkrecord.s3.amazonaws.com/targpros/dia450_utt10.mp3,dia450_utt10.mp3,256,472,#A07489,,,,,,0.35,,,,,,0.366,0.416,,,,,,,,0.289,0.616,,,,,,,,0.191,,,,,,,,0.184,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia450_utt11.mp3,dia450_utt11.mp3,284,398,#A06AA0,,,,,,0.177,,0.11,,,0.125,0.393,,,,,,,0.456,,0.261,0.133,,,,0.123,,,0.107,0.125,,,,0.26,,0.147,,,,0.381,0.142,,,,0.13,
https://mturkrecord.s3.amazonaws.com/targpros/dia450_utt12.mp3,dia450_utt12.mp3,219,557,#7B517C,,,,,,0.186,,0.101,,,,,,,,,,,,,0.181,,,,0.125,,,,0.119,,,,,,,0.129,,,,,0.213,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia450_utt15.mp3,dia450_utt15.mp3,439,687.1,#DC41A2,,,,0.123,,,,,,,,0.908,0.144,,,,,,,,,0.346,,,,,,,,,,,,,,,,0.141,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia450_utt19.mp3,dia450_utt19.mp3,808,409,#89788D,0.376,,,0.119,,,0.964,,,,,,,,,,,,,,,,,,,,,,,,,0.103,,,,,,0.125,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia450_utt5.mp3,dia450_utt5.mp3,345,189,#763A69,,,,,0.285,,,,,0.114,0.194,0.113,,,,,,0.108,0.113,0.117,,,,,,,,,,,,,,,,,,0.222,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia450_utt7.mp3,dia450_utt7.mp3,568,601,#9DC368,,,0.126,0.55,,,,,,,,,,0.185,,,,0.179,,,,,,,,,,0.152,,,,0.294,,,,,,0.214,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia450_utt8.mp3,dia450_utt8.mp3,460,616,#71739B,,,,,,,,,,,,0.164,1,,,,,,,,,0.157,,,,,,,,0.121,,,,,,,,0.218,,0.154,,0.125,0.139,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia450_utt9.mp3,dia450_utt9.mp3,459,621.9,#59A158,,,,,,0.341,,0.172,,,,0.165,0.679,,,0.147,,0.207,,,0.22,0.132,,,,,,0.378,,,,0.16,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia451_utt1.mp3,dia451_utt1.mp3,316,450,#A0872C,,,,,0.156,0.256,,0.221,,,,,,,,,,0.213,,,0.18,,,0.109,,,,,,,,,,,,,,,,,,,,,0.225,
https://mturkrecord.s3.amazonaws.com/targpros/dia451_utt2.mp3,dia451_utt2.mp3,439,78,#B0E800,,,,,,0.233,,,,,0.125,,,,,,,0.627,,,0.125,,,,,,0.242,0.395,,,,,,,,,0.208,0.176,,,,,,,,0.255
https://mturkrecord.s3.amazonaws.com/targpros/dia451_utt4.mp3,dia451_utt4.mp3,213,356,#0BA0CD,,,,,0.138,0.164,,,,,,,,,,,,0.156,0.482,,0.344,,,,,,,,,,,,,,,0.118,,0.102,,,0.314,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia451_utt7.mp3,dia451_utt7.mp3,200,154,#CA3635,,,,,0.652,,,,,,,,,,,,,0.376,,0.127,0.326,,,0.178,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia452_utt3.mp3,dia452_utt3.mp3,427,662.3,#D158B4,,,,,,,,0.131,,,,0.554,,,,,,,0.208,,0.109,0.115,,,,,,,,,,0.161,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia453_utt0.mp3,dia453_utt0.mp3,302,293,#64577E,,,,,0.245,0.576,,,0.173,0.119,,0.169,,,,,,,0.28,0.691,0.107,,,,,0.173,,,,,,,,,,,,0.233,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia453_utt1.mp3,dia453_utt1.mp3,518,518,#349459,,,,0.122,,0.117,0.187,,,,0.151,,0.212,,,,0.296,,,,,0.134,0.22,,,0.112,,0.582,,,,0.226,,,,,,0.764,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia454_utt1.mp3,dia454_utt1.mp3,164,278,#961565,,,,,0.629,0.339,,,,,,,,,,,,,0.296,0.202,0.416,,,0.232,,,,,0.173,,,,,,,0.117,,0.132,,,0.204,,0.234,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia454_utt2.mp3,dia454_utt2.mp3,210,284,#A04C49,,,,,0.642,0.145,,,,,,,,,,,,,0.347,0.234,0.275,,,,,,,,,,,,,,,,,,,,0.102,,0.136,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia455_utt10.mp3,dia455_utt10.mp3,368,519,#B9475A,,,,,,0.137,,0.218,,,,0.165,,,,,,,,,,,,0.233,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia455_utt11.mp3,dia455_utt11.mp3,303,554,#BA6A67,,,,,,0.155,,0.531,,0.102,,,,,,,,,,,0.187,,,,0.102,,,,,,,,,,,,,,,,0.537,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia455_utt13.mp3,dia455_utt13.mp3,727,413,#A882D4,0.191,,,0.266,,,,,,0.13,,,,,0.105,,,,,,,,,,,,,0.165,,,,0.156,0.44,,,,,,0.299,,,0.322,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia455_utt17.mp3,dia455_utt17.mp3,294,271,#A33749,,,,0.197,0.262,,,,0.144,,,,0.13,0.181,,,,,0.167,0.34,,,,,,,,,,,,,,,,,,0.15,,,0.116,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia455_utt5.mp3,dia455_utt5.mp3,334,545,#985F75,0.316,0.23,,,,0.286,0.101,0.51,,0.136,,,0.157,,,,,,,,,0.136,,0.357,,,,,,,,,,,,,,0.116,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia455_utt6.mp3,dia455_utt6.mp3,350,480,#72A7A4,,,,,,,0.104,,,,,0.228,,,,,,,0.319,,0.107,0.294,,,,,,,,,,0.111,,,,,,0.103,0.124,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia455_utt7.mp3,dia455_utt7.mp3,516,630.1,#75B46D,,,,0.538,,,,0.363,,,,0.165,0.248,0.11,,,,,,,,0.367,,0.112,,,,,,,,,,,,,,0.289,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia455_utt8.mp3,dia455_utt8.mp3,336,550,#4EA6B2,0.28,,,,,0.176,0.115,0.379,,,,,0.106,,,,,,0.241,,,,,0.41,,,0.164,,,0.208,,0.11,,,,,,,,,,,0.22,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia456_utt0.mp3,dia456_utt0.mp3,757,536,#7C8187,,,0.287,,,,,,,,,,,,0.846,,,,,,,,,,,,,0.795,,,,,0.156,,,,,,0.305,,,0.513,,,,0.149
https://mturkrecord.s3.amazonaws.com/targpros/dia456_utt11.mp3,dia456_utt11.mp3,356,336,#268D68,,,,,0.137,,,,,,0.134,,,0.144,,,,,,,0.151,,,,,,,0.172,,,,,,,,,,0.298,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia456_utt2.mp3,dia456_utt2.mp3,375,238,#56869A,,,,,0.158,,,,,,,,,0.154,,,,0.262,0.198,,0.294,,,,,,,0.188,,,,,,,,0.108,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia456_utt3.mp3,dia456_utt3.mp3,514,353,#6C3FA3,,,,,,,,,,0.171,,,,,,,,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia456_utt4.mp3,dia456_utt4.mp3,167,377,#3B2DD5,,,,,0.186,0.301,,,,,,0.131,,,,,,,0.107,,0.712,,,,,,,,0.318,0.171,,,,,,0.204,,,,,0.442,,0.106,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia456_utt5.mp3,dia456_utt5.mp3,509,352,#5D7783,,,,,,,,,,0.161,,,,,,,,0.146,,,,,,,,,,0.101,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia456_utt6.mp3,dia456_utt6.mp3,179,426,#2E48A9,,,,,0.127,0.439,,,,,,0.147,,0.121,,,,0.201,,,0.508,,,,,,,0.238,0.142,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia456_utt7.mp3,dia456_utt7.mp3,289,611,#599883,,,,,0.259,0.359,,0.131,,,,,,0.12,,,,,0.437,,0.228,,,0.344,,,,,,0.345,,,,,,,,0.239,,,,,0.308,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia456_utt8.mp3,dia456_utt8.mp3,228,341,#4CAA8B,,,,,0.278,0.288,,0.146,,,,,,0.227,,,,0.156,0.57,,0.12,,,0.185,,,,,,0.232,,,,,,,,0.208,,,,,0.175,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia456_utt9.mp3,dia456_utt9.mp3,276,442,#6B2BBC,,,,,,0.287,,0.137,,,,0.207,,,,,,,,,0.31,,,,,0.169,,,0.154,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia457_utt12.mp3,dia457_utt12.mp3,438,671.9,#ED26AD,,,,,,,,0.11,,,,0.612,,,,,,,,,,,,,,,,,,,,,,,,,,0.157,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia457_utt13.mp3,dia457_utt13.mp3,282,260,#9F6F40,,,,,0.195,,,,,,,,,0.37,,,,,0.107,0.26,,,,,,,,,,,,,,,,,0.202,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia457_utt2.mp3,dia457_utt2.mp3,302,437,#4D6081,,,,,,0.402,,0.199,,,,,,,,,,0.117,0.176,0.143,0.174,,,0.237,,,,,,,,,,,,,,0.291,,,,,,,0.112,
https://mturkrecord.s3.amazonaws.com/targpros/dia457_utt5.mp3,dia457_utt5.mp3,234,359,#28B58E,,,,,0.109,,,,0.27,,,,,,,,,,0.897,0.171,0.279,,,0.237,,,,,,,,,,,,,,,,,,,,,0.422,
https://mturkrecord.s3.amazonaws.com/targpros/dia457_utt6.mp3,dia457_utt6.mp3,198,425,#356589,,,,,0.192,0.313,,,,,,0.135,,,,,,,,,0.283,,,,,,,0.238,0.163,,,,,,,,,0.177,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia457_utt7.mp3,dia457_utt7.mp3,220,645.9,#576DEC,,,,,,,0.101,0.201,,0.193,,,,,0.32,,,,0.165,,,,,0.12,,,,,,,,0.14,0.152,,,,,,,,0.473,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia457_utt8.mp3,dia457_utt8.mp3,686,424,#A870CA,,,0.185,,,0.188,0.237,0.146,,0.268,,,,,0.315,,,,,,,0.149,,,,,,,,,,0.352,,,0.234,,,,,,0.103,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia458_utt0.mp3,dia458_utt0.mp3,528,469,#B2BE59,,,,0.251,,,,,,,,,0.218,,,,,,,,,,,0.207,,,,0.125,,,,,0.101,,,,0.125,,,,0.102,,0.227,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia459_utt1.mp3,dia459_utt1.mp3,667,524,#46C669,,,,0.161,,,,,,,,,,,,,,,,,,,0.133,,,,,0.412,,,,0.108,0.261,,,,,,,,,0.2,,,,0.121
https://mturkrecord.s3.amazonaws.com/targpros/dia459_utt10.mp3,dia459_utt10.mp3,441,502,#B03E99,,,,0.155,,,,0.195,,,,0.311,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia459_utt11.mp3,dia459_utt11.mp3,323,76,#DF6B1A,,,,,0.336,,,,,,,,,0.471,,,,0.518,0.166,0.245,,,,,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia459_utt2.mp3,dia459_utt2.mp3,455,352,#8A7CD3,,,,,0.107,,,,,0.103,,,,,,,,0.103,,,0.108,,,,,,,0.109,0.131,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia459_utt3.mp3,dia459_utt3.mp3,349,201,#A06F86,,,,,0.169,,,,,0.117,,,0.155,0.181,,,,0.116,,,,0.117,,,,,,,,,,,,,,,,0.105,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia45_utt0.mp3,dia45_utt0.mp3,290,669.6,#E2861D,,,,,0.116,,,,,,,,,,,,,0.278,0.102,,0.216,,,0.172,0.789,,,,,0.46,,,,,,,,,,,0.368,,0.23,0.175,,
https://mturkrecord.s3.amazonaws.com/targpros/dia45_utt1.mp3,dia45_utt1.mp3,248,208,#9F4944,,,,,0.649,0.287,,,,,,,,0.134,,,,0.195,0.273,,0.233,0.321,,0.315,,,,,,,,,,,,,0.15,0.412,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia45_utt3.mp3,dia45_utt3.mp3,429,52,#F1AA3B,,,,,,,,,,0.13,,,,,,,,0.614,,,,,,,,,,,,,,,0.104,,,,,,,,,0.133,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia460_utt0.mp3,dia460_utt0.mp3,507,319,#456497,,,,,,,,,,0.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.105,
https://mturkrecord.s3.amazonaws.com/targpros/dia460_utt2.mp3,dia460_utt2.mp3,422,45,#EBD90A,,,,0.188,,,,,,,,,,,,,,0.652,,,0.209,,,,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia460_utt3.mp3,dia460_utt3.mp3,495,342,#5F6CAB,,,,,,,,,,0.146,,,,,,,,0.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia462_utt0.mp3,dia462_utt0.mp3,467,231,#7071B3,,,,,,,,,,0.152,,,,,,,,0.178,,,,,,,,,,0.139,,,,0.13,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia462_utt1.mp3,dia462_utt1.mp3,603,179,#964C75,,,,,,,,0.162,0.352,0.196,0.203,0.414,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.344,
https://mturkrecord.s3.amazonaws.com/targpros/dia462_utt6.mp3,dia462_utt6.mp3,540,637.4,#BF8078,0.197,0.11,,0.687,,,,,,,,0.522,,0.174,,,,,,0.137,,0.145,,,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia462_utt8.mp3,dia462_utt8.mp3,290,323,#8A715B,,,,0.494,,,0.16,,,,,,,,,,,,,0.486,,,,0.13,,,0.389,,,,,,,,,,,0.14,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia463_utt0.mp3,dia463_utt0.mp3,356,136,#EF5F0C,,,,,0.282,,,,,,0.116,,,0.14,,,,0.243,,,0.117,,,,,,,,,,,,,,,,,0.139,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia463_utt1.mp3,dia463_utt1.mp3,369,380,#1F69C5,,,,0.124,,,,,,,,,,0.204,,,,,0.228,,0.304,,,,,,,0.167,,,,,0.106,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia463_utt10.mp3,dia463_utt10.mp3,244,129,#C73338,,,,0.126,0.566,0.128,,,,,,,,0.186,,0.19,,0.317,0.144,,0.307,,,,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia463_utt3.mp3,dia463_utt3.mp3,229,612,#7F657A,,,,0.163,,0.13,,,,,,,,,,,,,,,0.237,0.112,,,0.104,,,,,0.293,,,,,,0.177,,0.11,,,0.312,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia463_utt4.mp3,dia463_utt4.mp3,263,347,#19A0BB,,,,0.19,,,,0.146,,,,0.104,,0.335,,,,,0.564,0.21,0.255,0.166,,,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia463_utt5.mp3,dia463_utt5.mp3,272,267,#AF2A40,,,,0.163,0.302,,,,,,,,,0.458,0.111,,,,,0.307,,,,0.232,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia463_utt8.mp3,dia463_utt8.mp3,672,314,#EE2C92,0.165,,0.143,,,,,,,,0.169,,,,,0.896,,,,,,,0.21,,,0.12,,0.134,,,,,,,,,,,,,,0.31,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia463_utt9.mp3,dia463_utt9.mp3,397,459,#8225C8,,,,,,0.157,,,,,,0.321,,,,,,,,,0.253,,,,,,,,,,,,,,,,,0.195,,,,,,,,
